instruction,input,output
Critique startup fundraising plan,We have no CAC or LTV numbers,Missing unit economics weakens confidence in scalable growth.
Evaluate this Shark Tank startup pitch,"Startup: Unknown Ask Amount: $30,000 Equity: 20%","Questions: This is my baby, you know? | Now give me your money, okay? | Who cares how you look? | How many, uh, women have a baby every year? | What are your sales? Criticisms: My price point is a little bit too high | At the end of the day, the biggest problem with this business is actually getting the product to the customer | That's the problem | It's not a business yet | I'm out | Is there no way to make this gown one-size-fits-all | Because like I said, I'm servicing women that are 2 to 24, and a 24-size woman--that's the problem | It's too high-end Final Decision: Unknown"
Evaluate investor readiness,We have MVP but no paying customers,"May suit angel funding, but many VCs will seek stronger validation first."
Classify sentiment of this financial statement,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive
Evaluate investor readiness,No competitors exist,"Usually unrealistic. Show direct, indirect, or substitute competitors honestly."
Rewrite startup slide,We target everyone,Initial focus on Indian SMEs with 20–200 employees in retail and services.
Evaluate business model,One-time payment only,Revenue may be limited without upsell or recurring streams.
Rewrite weak startup statement,Great team,"Founding team from Google, IIT, and McKinsey with domain expertise."
Rewrite weak startup statement,Need funding,"Raising $500k to scale GTM, hire engineers, and expand pilots."
Classify sentiment of this financial statement,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral
Evaluate business model,No pricing strategy,Pricing ambiguity reduces investor confidence.
Evaluate business model,Free app with no monetization,Weak model unless monetization roadmap is defined.
Rewrite weak startup statement,Need funding,"Raising $500k to scale GTM, hire engineers, and expand pilots."
Make this slide investor ready,Need to hire people,Hiring senior engineering and sales leaders to scale product and revenue.
Assess startup valuation,We rely on one enterprise customer,Customer concentration risk is high. Revenue diversification needed.
Critique startup fundraising plan,We are another food delivery app,"Crowded category. Need clear differentiation, defensibility, or niche advantage."
